uporabnik,tekma,rez_dom,rez_gos,tocke,gol_razlika
3,3111873,4,4,0,1
4,3111873,0,1,0,2
5,3111873,1,0,3,0
1,3111874,0,2,0,6
2,3111874,2,0,2,2
5,3111874,3,0,2,1
2,3111875,0,2,2,1
1,3111876,2,1,0,1
2,3111876,1,0,0,1
4,3111876,3,0,0,3
5,3111876,1,0,0,1
1,3111877,0,1,2,1
4,3111877,2,1,0,3
5,3111877,4,1,0,5
1,3111878,1,2,2,1
2,3111878,2,0,0,4
4,3111878,2,0,0,4
5,3111878,3,2,0,3
1,3111879,1,0,0,3
2,3111879,0,1,2,1
4,3111879,1,3,3,0
5,3111879,2,1,0,3
1,3111880,1,0,0,3
2,3111880,1,1,0,2
3,3111880,2,2,0,2
4,3111880,2,1,0,3
5,3111880,1,0,0,3
1,3111881,1,0,5,0
5,3111881,1,0,5,0
1,3111882,2,1,5,0
2,3111882,1,3,0,3
3,3111882,1,2,0,2
4,3111882,2,1,5,0
5,3111882,2,3,0,2
1,3111883,0,3,0,3
2,3111883,2,3,0,1
3,3111883,3,0,0,3
5,3111883,0,2,0,2
2,3111884,0,1,0,2
3,3111884,4,3,3,0
1,3111885,0,2,0,4
2,3111885,2,3,0,3
3,3111885,4,1,2,1
4,3111885,4,1,2,1
5,3111885,2,0,5,0
1,3111886,1,2,5,0
3,3111886,0,3,2,2
4,3111886,1,1,0,1
5,3111886,2,3,3,0
1,3111887,0,2,0,6
2,3111887,0,1,0,5
3,3111887,1,2,0,5
4,3111887,1,1,0,4
5,3111887,1,3,0,6
1,3111888,3,2,3,0
5,3111888,3,2,3,0
1,3111889,3,1,2,1
2,3111889,2,2,0,3
3,3111889,1,2,0,4
4,3111889,0,0,0,3
5,3111889,0,4,0,7
1,3111890,2,0,0,2
3,3111890,1,1,3,0
4,3111890,1,1,3,0
5,3111890,0,2,0,2
1,3111891,3,1,0,4
2,3111891,0,0,0,2
3,3111891,1,2,2,1
4,3111891,2,2,0,2
5,3111891,2,0,0,4
1,3111892,2,1,0,1
3,3111892,1,0,0,1
4,3111892,3,1,0,2
5,3111892,1,2,0,1
1,3111893,1,2,0,1
3,3111893,1,2,0,1
4,3111893,2,1,0,1
5,3111893,1,1,5,0
2,3111894,2,2,0,1
3,3111894,4,3,3,0
4,3111894,1,1,0,1
5,3111894,4,0,2,3
3,3111895,1,3,5,0
5,3111895,3,1,0,4
4,3111896,2,3,0,5
1,3111897,1,1,0,1
4,3111897,1,0,0,2
2,3111898,2,3,0,2
3,3111898,2,0,2,1
4,3111898,1,1,0,1
5,3111898,2,0,2,1
1,3111899,2,3,0,2
2,3111899,1,0,3,0
3,3111899,2,1,3,0
4,3111899,4,1,2,2
5,3111899,1,1,0,1
1,3111900,1,0,0,8
2,3111900,0,1,2,6
3,3111900,1,3,2,5
4,3111900,1,3,2,5
5,3111900,2,1,0,8
1,3111901,1,0,0,3
3,3111901,1,1,0,2
4,3111901,1,1,0,2
5,3111901,2,1,0,3
3,3111902,0,0,3,0
5,3111902,3,3,3,0
1,3111903,3,1,0,2
3,3111903,3,2,0,1
5,3111903,0,3,0,3
1,3111904,1,2,0,2
3,3111904,1,2,0,2
4,3111904,1,2,0,2
5,3111904,1,1,0,1
2,3111905,1,1,5,0
3,3111905,1,1,5,0
4,3111905,2,1,0,1
5,3111905,1,1,5,0
1,3111906,1,0,2,2
2,3111906,4,3,2,2
3,3111906,0,0,0,3
4,3111906,4,1,3,0
5,3111906,0,1,0,4
1,3111907,2,1,0,2
3,3111907,5,2,0,4
4,3111907,0,2,2,1
1,3111908,1,0,0,1
2,3111908,2,0,0,2
3,3111908,1,0,0,1
4,3111908,0,1,0,1
1,3111909,0,3,0,5
2,3111909,0,2,0,4
3,3111909,1,0,2,1
4,3111909,3,2,2,1
1,3111910,3,1,2,1
2,3111910,0,2,0,3
4,3111910,1,0,3,0
2,3111911,1,1,0,3
3,3111911,0,2,0,5
5,3111911,4,1,3,0
2,3111912,0,1,0,1
3,3111912,1,2,0,1
4,3111912,1,2,0,1
5,3111912,1,3,0,2
1,3111913,3,0,0,3
2,3111913,2,2,3,0
3,3111913,1,0,0,1
4,3111913,0,2,0,2
1,3111914,2,2,0,2
2,3111914,0,1,2,1
3,3111914,1,2,2,1
4,3111914,1,2,2,1
5,3111914,1,0,0,3
2,3111915,1,1,0,2
3,3111915,2,1,0,3
4,3111915,2,1,0,3
1,3111916,1,2,0,1
2,3111916,1,1,3,0
3,3111916,3,1,0,2
4,3111916,5,2,0,3
5,3111916,3,1,0,2
2,3111917,1,3,0,4
3,3111917,0,1,0,3
4,3111917,4,1,2,1
2,3111918,1,1,0,4
3,3111918,3,4,0,5
4,3111918,1,1,0,4
1,3111919,3,2,2,3
3,3111919,3,2,2,3
4,3111919,1,2,0,5
5,3111919,0,2,0,6
4,3111920,1,2,5,0
5,3111920,3,4,3,0
1,3111921,1,2,3,0
2,3111921,1,3,2,1
3,3111921,0,0,0,1
1,3111922,1,2,0,2
3,3111922,1,1,0,1
4,3111922,0,1,0,2
5,3111922,0,1,0,2
2,3111923,1,1,0,1
3,3111923,2,2,0,1
5,3111923,0,3,0,4
3,3111924,2,0,0,3
4,3111924,1,0,0,2
5,3111924,0,3,2,2
2,3111925,2,4,2,1
3,3111925,3,1,0,3
4,3111925,2,1,0,2
5,3111925,1,1,0,1
2,3111926,3,0,2,1
3,3111926,2,1,2,1
1,3111927,2,4,3,0
3,3111927,2,2,0,2
4,3111927,1,3,5,0
5,3111927,3,0,0,5
3,3111928,3,0,0,4
5,3111928,1,0,0,2
1,3111929,0,0,3,0
3,3111929,3,3,3,0
4,3111929,1,1,5,0
5,3111929,0,0,3,0
1,3111930,0,0,0,2
2,3111930,2,3,0,3
3,3111930,1,1,0,2
1,3111931,0,0,0,4
2,3111931,3,0,0,7
4,3111931,1,3,2,2
5,3111931,1,2,2,3
1,3111932,2,3,2,2
2,3111932,4,1,0,6
3,3111932,1,2,2,2
4,3111932,1,3,2,1
5,3111932,0,1,2,2
2,3111933,0,1,0,1
3,3111933,1,0,0,1
4,3111933,2,3,0,1
5,3111933,1,1,3,0
3,3111934,2,1,5,0
4,3111934,0,0,0,1
5,3111934,3,0,2,2
3,3111935,1,3,2,1
4,3111935,1,3,2,1
5,3111935,4,3,0,2
1,3111936,0,1,5,0
2,3111936,1,2,3,0
3,3111936,1,2,3,0
4,3111936,5,1,0,5
5,3111936,0,0,0,1
1,3111937,1,2,0,2
3,3111937,0,1,0,2
4,3111937,1,2,0,2
5,3111937,3,0,2,2
1,3111938,3,1,2,1
2,3111938,1,0,3,0
3,3111938,2,1,5,0
4,3111938,2,1,5,0
5,3111938,0,1,0,2
1,3111939,3,1,2,1
2,3111939,1,0,5,0
3,3111940,1,0,,
5,3111940,1,2,,
1,3111941,3,2,0,2
2,3111941,1,1,0,1
3,3111941,2,0,0,3
5,3111941,0,2,2,1
1,3111942,0,1,3,0
3,3111942,3,1,0,3
4,3111942,1,1,0,1
1,3111943,5,0,2,1
2,3111943,1,0,2,3
3,3111943,2,1,2,3
4,3111943,0,0,0,4
5,3111943,2,1,2,3
1,3111944,3,2,0,1
2,3111944,2,0,0,2
3,3111944,1,2,0,1
4,3111944,1,2,0,1
5,3111944,0,0,3,0
2,3111945,2,0,0,3
4,3111945,2,1,0,2
1,3111946,2,3,,
3,3111946,2,0,,
4,3111946,1,3,,
5,3111946,3,0,,
2,3111947,2,1,,
3,3111947,2,1,,
4,3111947,1,0,,
5,3111947,1,2,,
1,3111948,3,2,,
2,3111948,2,0,,
3,3111948,0,3,,
5,3111948,1,1,,
1,3111949,2,1,0,1
2,3111949,0,1,0,1
3,3111949,4,3,0,1
2,3111950,2,4,2,3
3,3111950,2,2,0,5
4,3111950,1,2,2,4
5,3111950,1,0,0,6
2,3111951,0,3,0,5
4,3111951,4,3,2,1
5,3111951,3,2,2,1
1,3111952,3,1,2,1
3,3111952,4,0,2,1
4,3111952,6,1,2,2
5,3111952,2,1,2,2
1,3111953,0,1,0,1
3,3111953,1,0,0,1
5,3111953,1,0,0,1
1,3111954,1,1,0,1
2,3111954,1,1,0,1
3,3111954,1,2,5,0
4,3111954,1,1,0,1
5,3111954,0,1,3,0
1,3111955,2,0,2,1
2,3111955,1,2,0,2
4,3111955,1,0,3,0
1,3111956,3,0,2,1
3,3111956,2,1,2,1
4,3111956,1,2,0,3
1,3111957,1,0,0,2
3,3111957,2,1,0,2
4,3111957,3,0,0,4
5,3111957,1,2,3,0
1,3111958,2,1,0,2
2,3111958,3,2,0,2
4,3111958,1,2,3,0
5,3111958,2,2,0,1
1,3111959,3,2,3,0
2,3111959,2,3,0,2
3,3111959,0,1,0,2
4,3111959,0,0,0,1
5,3111959,0,1,0,2
3,3111960,2,1,,
4,3111960,3,1,,
5,3111960,0,2,,
1,3111961,1,2,,
2,3111961,1,1,,
2,3111962,0,1,,
3,3111962,4,0,,
4,3111962,0,4,,
5,3111962,2,1,,
1,3111963,1,1,,
2,3111963,1,1,,
3,3111963,4,1,,
4,3111963,2,2,,
5,3111963,0,1,,
1,3111964,2,2,,
3,3111964,0,1,,
5,3111964,2,5,,
1,3111965,4,1,,
2,3111965,1,0,,
3,3111965,1,2,,
5,3111965,1,3,,
3,3111966,0,0,,
4,3111966,0,3,,
5,3111966,1,0,,
2,3111967,2,2,,
4,3111967,4,2,,
5,3111967,1,0,,
1,3111968,2,2,,
2,3111968,5,1,,
3,3111968,0,3,,
5,3111968,1,0,,
3,3111969,0,0,,
4,3111969,2,3,,
5,3111969,2,2,,
1,3111970,2,0,,
2,3111970,0,0,,
3,3111970,1,3,,
1,3111971,1,2,,
2,3111971,0,3,,
3,3111971,1,2,,
4,3111971,3,2,,
5,3111971,1,0,,
1,3111972,1,2,,
2,3111972,1,0,,
3,3111972,2,0,,
4,3111972,3,0,,
5,3111972,3,2,,
3,3111973,0,0,,
4,3111973,0,1,,
5,3111973,1,3,,
1,3111974,2,0,,
2,3111974,3,1,,
3,3111974,1,0,,
4,3111974,2,0,,
1,3111975,0,0,,
3,3111975,4,0,,
4,3111975,2,3,,
5,3111975,3,2,,
1,3111976,2,3,,
2,3111976,2,2,,
3,3111976,2,2,,
4,3111976,2,1,,
5,3111976,2,2,,
2,3111977,1,1,,
3,3111977,2,0,,
4,3111977,0,1,,
5,3111977,1,3,,
1,3111978,0,1,,
2,3111978,1,3,,
3,3111978,2,2,,
4,3111978,1,1,,
5,3111978,0,3,,
1,3111979,1,1,,
2,3111979,2,1,,
3,3111979,0,3,,
4,3111979,4,2,,
5,3111979,4,2,,
1,3111980,0,0,,
2,3111980,1,0,,
3,3111980,0,0,,
4,3111980,2,1,,
5,3111980,3,1,,
1,3111981,3,3,,
3,3111981,1,1,,
4,3111981,1,3,,
5,3111981,1,3,,
3,3111982,0,1,,
4,3111982,2,1,,
5,3111982,0,0,,
1,3111983,2,1,,
2,3111983,1,2,,
4,3111983,0,0,,
5,3111983,2,0,,
2,3111984,1,0,,
3,3111984,2,3,,
4,3111984,2,1,,
5,3111984,0,2,,
2,3111985,1,1,,
4,3111985,0,0,,
1,3111986,2,3,,
2,3111986,0,1,,
3,3111986,0,3,,
5,3111986,1,3,,
1,3111987,1,0,,
2,3111987,0,1,,
3,3111987,1,2,,
5,3111987,3,2,,
1,3111988,2,1,,
2,3111988,1,0,,
3,3111988,1,2,,
3,3111989,2,1,,
4,3111989,2,2,,
5,3111989,2,1,,
1,3111990,2,2,,
2,3111990,2,0,,
3,3111990,2,0,,
4,3111990,3,3,,
2,3111991,1,2,,
3,3111991,3,0,,
5,3111991,0,1,,
1,3111992,0,0,,
2,3111992,2,1,,
3,3111992,3,1,,
5,3111992,1,2,,
1,3111993,1,3,,
2,3111993,2,2,,
3,3111993,1,2,,
4,3111993,2,1,,
5,3111993,0,0,,
2,3111994,0,2,,
4,3111994,0,0,,
2,3111995,3,1,,
3,3111995,1,2,,
4,3111995,0,1,,
5,3111995,1,1,,
1,3111996,0,1,,
2,3111996,2,0,,
3,3111996,0,0,,
4,3111996,2,1,,
1,3111997,2,2,,
2,3111997,1,4,,
5,3111997,1,0,,
1,3111998,1,1,,
5,3111998,1,1,,
2,3111999,0,0,,
4,3111999,5,0,,
5,3111999,1,1,,
3,3112000,1,2,,
5,3112000,0,0,,
1,3112001,0,3,,
3,3112001,0,0,,
5,3112001,0,0,,
1,3112002,3,3,,
2,3112002,2,0,,
3,3112002,0,2,,
4,3112002,1,2,,
1,3112003,2,2,,
4,3112003,1,1,,
1,3112004,0,1,,
3,3112004,0,2,,
4,3112004,1,1,,
5,3112004,2,0,,
1,3112005,2,2,,
3,3112005,2,3,,
5,3112005,1,3,,
1,3112006,2,1,,
2,3112006,3,1,,
4,3112006,0,2,,
5,3112006,1,1,,
1,3112007,2,1,,
2,3112007,2,2,,
4,3112007,2,2,,
5,3112007,5,0,,
1,3112008,0,1,,
2,3112008,0,0,,
5,3112008,1,2,,
1,3112009,0,1,,
2,3112009,3,0,,
3,3112009,2,0,,
4,3112009,4,0,,
5,3112009,2,2,,
1,3112010,3,3,,
2,3112010,0,2,,
3,3112010,3,3,,
1,3112011,2,3,,
2,3112011,2,1,,
3,3112011,1,1,,
4,3112011,4,1,,
5,3112011,2,2,,
3,3112012,1,1,,
5,3112012,2,0,,
1,3112013,2,3,,
3,3112013,1,3,,
4,3112013,2,1,,
5,3112013,0,2,,
1,3112014,1,0,,
2,3112014,3,2,,
3,3112014,1,0,,
4,3112014,2,4,,
5,3112014,0,1,,
1,3112015,0,2,,
2,3112015,1,1,,
3,3112015,2,4,,
4,3112015,0,3,,
2,3112016,1,1,,
4,3112016,1,2,,
1,3112017,2,0,,
2,3112017,2,0,,
3,3112017,1,3,,
1,3112018,4,2,,
2,3112018,1,2,,
4,3112018,0,3,,
5,3112018,2,1,,
1,3112019,0,2,,
2,3112019,0,3,,
3,3112019,1,2,,
4,3112019,2,1,,
5,3112019,3,0,,
1,3112020,3,0,,
2,3112020,0,2,,
3,3112020,1,2,,
1,3112021,1,1,,
3,3112021,2,2,,
4,3112021,0,1,,
5,3112021,2,2,,
2,3112022,3,0,,
3,3112022,0,0,,
5,3112022,2,1,,
2,3112023,0,0,,
3,3112023,2,1,,
4,3112023,0,1,,
5,3112023,2,1,,
1,3112024,0,0,,
3,3112024,1,1,,
4,3112024,2,2,,
5,3112024,2,4,,
1,3112025,2,2,,
2,3112025,2,0,,
4,3112025,0,3,,
5,3112025,3,2,,
1,3112026,2,0,,
3,3112026,0,0,,
4,3112026,0,1,,
5,3112026,0,2,,
1,3112027,0,0,,
2,3112027,0,3,,
3,3112027,2,3,,
4,3112027,1,0,,
1,3112028,1,3,,
2,3112028,5,2,,
3,3112028,3,0,,
4,3112028,1,1,,
5,3112028,0,1,,
1,3112029,0,1,,
2,3112029,2,2,,
5,3112029,0,3,,
1,3112030,0,3,,
3,3112030,2,0,,
5,3112030,2,0,,
1,3112031,0,0,,
2,3112031,4,4,,
4,3112031,2,2,,
1,3112032,2,2,,
2,3112032,0,1,,
4,3112032,0,1,,
1,3112033,3,1,,
2,3112033,2,1,,
3,3112033,1,2,,
4,3112033,1,2,,
5,3112033,1,0,,
1,3112034,1,2,,
2,3112034,2,4,,
3,3112034,0,1,,
4,3112034,0,2,,
5,3112034,2,0,,
1,3112035,1,0,,
2,3112035,2,0,,
3,3112035,0,0,,
4,3112035,5,0,,
5,3112035,3,1,,
2,3112036,1,1,,
3,3112036,1,1,,
4,3112036,1,1,,
5,3112036,3,1,,
1,3112037,2,3,,
2,3112037,3,1,,
3,3112037,0,0,,
4,3112037,0,1,,
5,3112037,1,0,,
1,3112038,2,0,,
2,3112038,0,2,,
3,3112038,2,1,,
4,3112038,0,2,,
1,3112039,2,3,,
2,3112039,0,2,,
3,3112039,3,1,,
4,3112039,3,0,,
2,3112040,1,1,,
5,3112040,3,2,,
2,3112041,1,0,,
3,3112041,1,3,,
5,3112041,2,3,,
2,3112042,2,2,,
3,3112042,1,2,,
5,3112042,3,0,,
2,3112043,0,2,,
3,3112043,4,2,,
1,3112044,1,2,,
2,3112044,1,2,,
3,3112044,2,2,,
5,3112044,1,0,,
2,3112045,0,1,,
5,3112045,0,2,,
1,3112046,1,1,,
2,3112046,0,2,,
3,3112046,0,1,,
4,3112046,0,0,,
5,3112046,2,1,,
1,3112047,1,0,,
5,3112047,1,1,,
2,3112048,2,3,,
4,3112048,3,0,,
5,3112048,0,2,,
1,3112049,3,2,,
2,3112049,4,2,,
3,3112049,1,2,,
5,3112049,0,1,,
1,3112050,1,1,,
2,3112050,1,1,,
3,3112050,2,1,,
1,3112051,0,1,,
3,3112051,4,0,,
5,3112051,0,2,,
2,3112052,1,0,,
3,3112052,3,2,,
4,3112052,2,3,,
5,3112052,4,0,,
1,3112053,1,0,,
3,3112053,2,2,,
4,3112053,2,1,,
5,3112053,2,0,,
1,3112054,2,1,,
2,3112054,2,1,,
3,3112054,2,0,,
4,3112054,1,2,,
5,3112054,1,1,,
1,3112055,4,0,,
2,3112055,2,0,,
3,3112055,1,1,,
5,3112055,2,1,,
1,3112056,1,2,,
2,3112056,1,2,,
3,3112056,0,0,,
4,3112056,1,0,,
5,3112056,1,0,,
2,3112057,0,2,,
5,3112057,0,1,,
1,3112058,4,0,,
3,3112058,3,1,,
4,3112058,0,3,,
2,3112059,1,2,,
3,3112059,1,1,,
4,3112059,1,0,,
5,3112059,0,0,,
1,3112060,1,1,,
3,3112060,2,2,,
4,3112060,1,2,,
5,3112060,1,0,,
1,3112061,0,2,,
2,3112061,1,1,,
3,3112061,0,0,,
5,3112061,1,1,,
2,3112062,1,0,,
3,3112062,1,1,,
4,3112062,1,0,,
5,3112062,1,1,,
1,3112063,5,2,,
2,3112063,3,0,,
4,3112063,0,1,,
5,3112063,3,2,,
1,3112064,1,0,,
2,3112064,4,1,,
4,3112064,3,0,,
5,3112064,2,5,,
1,3112065,4,0,,
4,3112065,3,2,,
5,3112065,2,2,,
1,3112066,3,3,,
4,3112066,1,0,,
5,3112066,0,2,,
1,3112067,3,0,,
2,3112067,2,0,,
5,3112067,3,3,,
3,3112068,0,1,,
4,3112068,1,1,,
5,3112068,1,0,,
1,3112069,0,2,,
3,3112069,1,3,,
4,3112069,2,1,,
5,3112069,1,0,,
1,3112070,4,1,,
2,3112070,1,3,,
4,3112070,1,2,,
1,3112071,1,1,,
3,3112071,3,1,,
5,3112071,3,2,,
1,3112072,0,0,,
2,3112072,1,1,,
3,3112072,2,0,,
4,3112072,1,0,,
5,3112072,1,0,,
1,3112073,1,2,,
3,3112073,2,2,,
4,3112073,0,0,,
5,3112073,0,0,,
2,3112074,1,2,,
3,3112074,0,2,,
1,3112075,0,2,,
2,3112075,3,1,,
4,3112075,6,2,,
5,3112075,2,3,,
1,3112076,1,0,,
2,3112076,1,0,,
4,3112076,2,1,,
5,3112076,3,0,,
2,3112077,1,2,,
4,3112077,2,0,,
2,3112078,1,3,,
3,3112078,2,3,,
4,3112078,0,1,,
5,3112078,1,1,,
1,3112079,1,0,,
2,3112079,0,1,,
4,3112079,0,1,,
5,3112079,0,2,,
2,3047020,2,1,0,1
3,3047020,2,3,0,1
4,3047020,0,3,0,3
3,3047021,0,2,0,6
5,3047021,2,3,0,5
1,3047022,2,1,3,0
3,3047022,0,0,0,1
5,3047022,2,2,0,1
1,3047023,1,2,0,1
4,3047023,1,2,0,1
5,3047023,1,2,0,1
1,3047024,0,0,0,1
2,3047024,3,3,0,1
5,3047024,2,0,2,1
1,3047025,1,1,0,1
3,3047025,0,2,0,3
4,3047025,2,1,3,0
1,3047026,1,2,2,1
2,3047026,1,1,0,2
3,3047026,0,2,3,0
4,3047026,3,2,0,3
1,3047027,1,1,0,3
2,3047027,3,2,2,2
3,3047027,0,1,0,4
5,3047027,2,1,2,2
2,3047028,2,1,0,5
3,3047028,1,2,2,3
4,3047028,3,0,0,7
5,3047028,2,1,0,5
3,3047029,1,1,0,1
4,3047029,1,0,3,0
5,3047029,0,1,0,2
1,3047030,2,0,2,1
2,3047030,1,5,0,5
3,3047030,1,1,0,1
4,3047030,2,0,2,1
1,3047031,1,2,2,1
2,3047031,1,0,0,3
3,3047031,3,1,0,4
4,3047031,3,1,0,4
5,3047031,2,1,0,3
1,3047032,0,2,2,1
2,3047032,1,2,2,2
3,3047032,1,1,0,3
4,3047032,1,3,2,1
5,3047032,1,0,0,4
2,3047033,0,2,3,0
4,3047033,4,2,0,4
5,3047033,2,3,2,1
1,3047034,2,1,0,4
3,3047034,1,3,2,1
4,3047034,0,1,2,2
1,3047035,2,1,0,1
3,3047035,1,3,0,2
4,3047035,0,2,0,2
5,3047035,2,2,3,0
2,3047036,4,1,0,5
5,3047036,3,1,0,4
1,3047037,0,2,3,0
2,3047037,2,1,0,3
3,3047037,2,1,0,3
5,3047037,0,4,2,2
1,3047038,2,0,2,3
2,3047038,0,0,0,5
3,3047038,0,1,0,6
4,3047038,2,1,2,4
1,3047039,2,1,0,1
2,3047039,3,1,0,2
3,3047039,1,1,3,0
2,3047040,2,3,2,1
3,3047040,1,2,2,1
4,3047040,2,2,0,2
3,3047041,4,1,0,3
4,3047041,2,2,3,0
1,3047042,2,1,5,0
2,3047042,2,1,5,0
3,3047042,3,2,3,0
4,3047042,2,1,5,0
5,3047042,0,2,0,3
1,3047043,1,1,0,1
3,3047043,0,1,0,2
2,3047044,1,2,5,0
4,3047044,4,3,0,2
5,3047044,1,2,5,0
1,3047045,2,3,0,4
2,3047045,2,3,0,4
3,3047045,1,2,0,4
4,3047045,1,2,0,4
2,3047046,2,1,2,1
3,3047046,1,1,0,2
4,3047046,1,1,0,2
2,3047047,0,0,0,4
3,3047047,2,3,0,5
4,3047047,0,0,0,4
5,3047047,2,3,0,5
1,3047048,2,2,3,0
4,3047048,2,2,3,0
1,3047049,2,0,0,5
2,3047049,3,0,0,6
3,3047049,2,2,0,3
4,3047049,2,0,0,5
1,3047050,2,1,0,1
2,3047050,2,2,3,0
3,3047050,1,1,5,0
4,3047050,0,2,0,2
5,3047050,0,1,0,1
1,3047051,1,1,0,1
3,3047051,1,2,0,2
4,3047051,3,1,2,1
5,3047051,0,4,0,5
1,3047052,1,0,3,0
3,3047052,2,1,5,0
4,3047052,1,0,3,0
5,3047052,5,1,2,3
1,3047053,1,2,3,0
2,3047053,3,4,3,0
3,3047053,0,2,2,1
4,3047053,2,2,0,1
1,3047054,0,2,2,2
3,3047054,1,0,0,5
4,3047054,1,1,0,4
5,3047054,1,1,0,4
1,3047055,2,3,3,0
2,3047055,4,0,0,5
3,3047055,1,3,2,1
4,3047055,0,2,2,1
5,3047055,2,1,0,2
1,3047056,3,3,0,4
2,3047056,2,1,2,3
3,3047056,6,1,2,1
5,3047056,2,2,0,4
1,3047057,4,1,2,1
2,3047057,2,1,2,1
3,3047057,3,1,3,0
4,3047057,2,1,2,1
5,3047057,0,1,0,3
1,3047058,1,2,0,2
2,3047058,0,1,0,2
3,3047058,0,0,0,1
4,3047058,2,0,2,1
5,3047058,1,0,3,0
2,3047059,2,2,3,0
4,3047059,2,2,3,0
5,3047059,1,1,5,0
1,3047060,1,1,3,0
2,3047060,1,0,0,1
3,3047060,4,1,0,3
4,3047060,3,1,0,2
5,3047060,0,3,0,3
1,3047061,2,0,0,5
4,3047061,3,2,0,4
5,3047061,1,3,2,1
1,3047062,1,1,0,1
2,3047062,0,0,0,1
3,3047062,1,0,3,0
4,3047062,1,2,0,2
5,3047062,1,1,0,1
3,3047063,1,2,0,1
4,3047063,0,3,0,3
5,3047063,1,1,5,0
2,3047064,0,2,0,3
3,3047064,0,2,0,3
4,3047064,1,1,0,1
5,3047064,3,2,3,0
1,3047065,1,2,0,1
2,3047065,1,1,3,0
3,3047065,1,3,0,2
4,3047065,1,1,3,0
5,3047065,0,3,0,3
1,3047066,3,0,0,5
3,3047066,2,1,0,3
4,3047066,0,1,2,1
5,3047066,2,2,0,2
1,3047067,4,0,0,7
3,3047067,1,0,0,4
5,3047067,2,1,0,4
2,3047068,2,1,0,2
3,3047068,2,0,0,3
4,3047068,2,1,0,2
5,3047068,0,1,3,0
1,3047069,1,0,0,2
4,3047069,0,2,2,1
2,3047070,1,0,0,4
3,3047070,2,1,0,4
5,3047070,2,3,2,2
1,3047071,1,0,0,5
2,3047071,2,2,0,4
3,3047071,2,2,0,4
4,3047071,5,0,0,9
5,3047071,2,1,0,5
2,3047072,1,1,0,1
5,3047072,2,1,0,2
3,3047073,3,0,0,4
4,3047073,1,2,5,0
5,3047073,2,1,0,2
1,3047074,1,0,0,2
2,3047074,3,1,0,3
3,3047074,2,0,0,3
4,3047074,0,0,0,1
5,3047074,0,1,3,0
2,3047075,0,2,0,2
3,3047075,2,1,0,1
4,3047075,1,1,5,0
5,3047075,2,0,0,2
2,3047076,2,0,2,2
3,3047076,2,0,2,2
1,3047077,0,2,0,3
2,3047077,1,1,0,1
5,3047077,1,1,0,1
1,3047078,3,0,0,3
3,3047078,0,1,0,1
4,3047078,2,0,0,2
5,3047078,0,1,0,1
1,3047079,2,0,3,0
4,3047079,4,2,3,0
1,3047080,1,3,0,2
2,3047080,1,1,3,0
3,3047080,0,0,3,0
4,3047080,4,1,0,3
5,3047080,1,1,3,0
1,3047081,4,1,0,3
2,3047081,2,0,0,2
3,3047081,0,1,0,1
4,3047081,0,1,0,1
1,3047082,0,2,2,1
3,3047082,1,1,0,1
4,3047082,0,0,0,1
5,3047082,1,1,0,1
3,3047083,2,2,0,1
4,3047083,1,2,0,2
5,3047083,3,2,3,0
1,3047084,1,1,5,0
2,3047084,1,0,0,1
3,3047084,0,2,0,2
4,3047084,2,3,0,1
5,3047084,1,1,5,0
2,3047085,3,1,2,1
3,3047085,1,0,2,2
4,3047085,0,0,0,3
5,3047085,0,1,0,4
1,3047086,1,1,5,0
2,3047086,2,1,0,1
4,3047086,3,2,0,1
5,3047086,2,1,0,1
2,3047087,2,1,2,1
4,3047087,2,1,2,1
5,3047087,0,3,0,5
1,3047088,1,0,5,0
2,3047088,0,0,0,1
3,3047088,3,0,2,2
5,3047088,1,0,5,0
1,3047089,4,2,0,2
3,3047089,1,2,0,1
4,3047089,3,0,0,3
5,3047089,1,0,0,1
1,3047090,1,1,0,3
3,3047090,1,2,0,4
4,3047090,1,1,0,3
1,3047091,2,2,0,2
2,3047091,0,2,0,4
4,3047091,1,1,0,2
5,3047091,1,1,0,2
1,3047092,5,2,2,2
3,3047092,1,2,0,2
5,3047092,2,0,2,1
1,3047093,0,1,0,1
2,3047093,2,2,5,0
3,3047093,1,0,0,1
4,3047093,2,0,0,2
5,3047093,2,2,5,0
1,3047094,1,0,2,1
3,3047094,0,3,0,5
4,3047094,3,2,2,1
2,3047095,3,0,0,3
3,3047095,3,2,0,1
4,3047095,0,1,0,1
5,3047095,0,1,0,1
1,3047096,3,2,0,2
3,3047096,1,1,0,1
4,3047096,1,2,3,0
5,3047096,1,1,0,1
1,3047097,1,2,0,3
2,3047097,2,2,0,2
3,3047097,2,3,0,3
1,3047098,0,1,0,2
2,3047098,2,0,2,1
3,3047098,0,0,0,1
4,3047098,1,0,3,0
5,3047098,4,2,2,1
5,3047099,0,1,0,1
1,3047100,2,0,5,0
2,3047100,0,2,0,4
3,3047100,1,2,0,3
4,3047100,3,1,3,0
1,3047101,1,3,0,5
2,3047101,1,1,0,3
3,3047101,0,0,0,3
4,3047101,2,1,2,2
5,3047101,0,1,0,4
1,3047102,2,3,0,9
3,3047102,1,2,0,9
4,3047102,1,0,2,7
5,3047102,3,1,2,6
1,3047103,0,0,0,1
5,3047103,2,2,0,1
1,3047104,0,2,0,6
2,3047104,0,4,0,8
3,3047104,0,0,0,4
4,3047104,0,1,0,5
2,3047105,4,3,0,1
3,3047105,0,4,0,4
1,3047106,2,0,2,1
